344,慈恩基金会——云南大理州弥渡县助学行动,慈恩基金会有限公司,弥渡县侨务办公室,弥渡县境内,2017.11.06-2018.11.05
343,长春社资助云南省玉溪市新平县耀南示范村项目,长春社,云南省绿色环境发展基金会,云南省玉溪市新平县耀南村,2017.11.03-2018.09.30
342,香港苗圃行动在赣捐资援建希望小学活动,苗圃行动,江西省青少年发展基金会,江西境内,2017.10.08-2018.10.08
341,2017年“志愿者杯”中小学生书画活动比赛,关顾童心行动有限公司,韶关市曲江区志愿者协会,广东省韶关市曲江区,2017.11.03-2017.11.05
340,2017年与曲江区罗坑学校交流活动,关顾童心行动有限公司,韶关市曲江区志愿者协会,韶关市曲江区,2017.11.05-2017.11.08
339,希望工程助学助教公益活动（资助学生、配套音体美器）,苗圃行动,甘肃省青少年发展基金会,甘肃陇南市、庆阳市、天水市,2017.11.03-2018.11.03
338,"""春蕾""女童资助计划2017",成长希望基金会,甘肃兴邦社会工作服务中心,甘肃省临夏回族自治州东乡族自治县,2017.10.12-2017.12.31
337,「两地一心」扶贫助学探访,两地一心,台江民族中学,贵州省黔东南州台江县学校,2017.10.27-2018.10.26
336,吉米未来2017年度创新教育峰会,吉米未来公益组织,浙江众善公益事业发展中心,浙江省杭州市浙江大学紫金港校区,2017.10.28-2017.10.28
335,北京大学外国语学院佛教典籍与艺术研究,旭日慈善基金有限公司,北京大学教育基金会,北京、新疆吐鲁番、甘肃敦煌、西安、杭州、五台山,2017.10.31-2018.10.30
334,三菱东京日联银行奖学金,公益财团法人三菱UFJ国际财团,北京大学教育基金会,北京,2017.10.30-2018.10.29
333,2017年“理律杯”模拟法庭竞赛活动及奖学金颁发,财团法人理律文教基金会,清华大学教育基金会,清华大学,2017.11.30-2018.11.29
332,第二届中国大气污染源排放清单技术研讨会暨中国城市空,亚洲清洁空气中心,清华大学环境学院,北京市北苑大酒店,2017.11.07-2017.11.10
331,北京大学法学院普通法课程奖学金,香港大律师公会,北京大学教育基金会,北京,2017.11.14-2018.11.13
330,北京论坛（2017）,韩国高等教育财团,北京大学,北京,2017.11.03-2017.11.05
329,麻风康复项目中韩第四轮合作,圣家小婢女会,荆州市皮肤病防治院,荆州麻风治疗中心（荆州市皮肤病防治院八岭山病区）,2017.09.28-2018.09.27
328,苗圃行动雷波县教育助学项目,苗圃行动,共青团雷波县委,四川省凉山州雷波县内,2017.11.03-2018.11.03
327,苗圃行动布拖县教育助学活动,苗圃行动,中国共产主义青年团布拖县委员会,四川省凉山州布拖县内,2017.11.02-2018.11.02
326,从人文关怀角度对专门用途英语的创新探索与实践,亚洲基督教高等教育联合董事会,四川大学,四川省成都市四川大学,2017.09.25-2018.01.01
325,资助广州市苗圃行动运营经费（本年度第二次）,苗圃行动,广州市苗圃行动公益基金会,全国,2017.10.20-2018.10.20
324,2017两岸林业论坛,中华林学会,重庆市林学会,重庆市（渝北、北碚、南岸、璧山、江津、万州）,2017.09.23-2017.09.27
323,台湾影光基金会资助岩水小学学生,影光教育基金有限公司,重庆市开州区河堰镇岩水中心小学,岩水小学,2017.10.16-2017.11.20
322,探访学校/派发生活补助金,香港慈恩基金会有限公司,贵州省六盘水市政协智力支边办,贵州省六盘水市,2017.10.10-2017.12.31
321,斯达克“世界从此欢声笑语”中国（甘肃）助听器验配活,斯达克听力基金会,甘肃省残联,兰州、天水,2017.09.16-2017.09.27
320,罗氏慈善基金捐赠罗定邦励志奖学金受惠学生赴上海交流,罗氏慈善基金,北京大学教育基金会,上海，北京,2017.06.27-2017.07.03
319,北京大学-嘉利集团郭氏基金奖学金,马来西亚郭氏基金有限公司,北京大学教育基金会,北京市,2017.08.15-2018.08.14
318,北京大学光华奖学金,光华教育基金会有限公司,北京大学教育基金会,北京,2017.09.30-2018.09.29
317,百贤亚洲未来领袖奖学金,百贤教育基金会有限公司,北京大学教育基金会,北京,2017.09.30-2018.09.29
316,苗圃行动“2017送爱暖童心”棉衣、棉鞋派发活动,苗圃行动,昭通市青少年发展基金会,昭通市（镇雄县、威信县、巧家县、永善县）,2017.10.22-2017.11.11
315,助学金项目,协同福利及教育基金,广州市番禺区星爱共同成长公益服务中心,广东,2017.10.15-2018.10.14
314,“跨国情缘、唇生微笑”公益活动,加拿大彩虹组织,武安市中医院,武安市中医院,2017.10.13-2017.10.22
313,「两地一心」助学探访,两地一心,怀集中学,怀集县,2017.09.14-2018.08.26
312,嘉道理-互满爱重庆丰都农村发展项目 ,互满爱人与人国际运动联合会 ,丰都县扶贫开发办公室,重庆市丰都县三元镇,2017.09.18-2018.09.18
311,同德地区优秀民间传统文化进校园项目,亚洲国际团结协会,青海省海南藏族自治州同德县唐干寄宿制小学,青海省海南藏族自治州同德县,2017.09.28-2018.09.28
310,城市空气污染与人群健康调查,绿色和平,清华大学,北京市,2017.10.01-2018.10.01
309,面向中国社会工作教育者的高级培训及其对未来社工影响,德国米苏尔社会发展基金会,北京大学-香港理工大学中国社会工作研究中心,全国,2017.09.15-2018.05.31
308,开展城市发展和土地政策领域的科研会议培训资助活动,林肯土地政策研究院,北京大学,北京市,2017.09.01-2018.06.30
307,清华大学苏世民项目,清华北美教育基金会,清华大学教育基金会,中国大陆,2017.10.01-2018.09.30
306,苗圃行动青海省共和县黑马河乡民族小学捐建尾款拨付,苗圃行动,青海省青少年发展基金会,青海省海南州共和县黑马河乡民族寄宿制小学,2017.09.15-2017.11.30
305,环球自然日-青少年自然科学知识挑战活动,环球健康与教育基金会,上海育拓青少年发展中心,上海、北京、天津、重庆、山东省、黑龙江省、浙江省、陕西省、广西省、辽宁省、四川省、湖北省、河南省、广东省,2017.09.20-2017.12.31
304,燃亮三号-云南流动教室,香港中华基督教青年会,昆明市青年志愿者协会,昆明市禄劝县,2017.10.09-2017.12.31
303,2017年10月苗圃独龙江茶马古道助学行,苗圃行动,云南省青少年发展基金会,昆明市、怒江傈僳族自治州贡山独龙族怒族自治县,2017.10.14-2017.10.23
302,重庆大学精进助学金,精进基金有限公司,重庆大学教育发展基金会,重庆大学,2017.09.27-2018.09.27
301,重庆大学海鸥助学金,香港海鸥助学团有限公司,重庆大学教育发展基金会,重庆大学,2017.09.26-2017.12.31
300,纺织供应链化学品管理创新2020行动,ZDHC基金会,中国纺织信息中心,北京、上海、山东、江苏、浙江、福建、广东,2017.06.28-2018.06.27
299,泾阳农村养老服务案例调研,兰德欧洲社会公益企业,陕西助老汇社会工作发展中心,陕西省咸阳市泾阳县,2017.09.01-2017.09.30
298,韩国新思路支持“为了明天-关爱儿童”项目,新思路,中华慈善总会,山东省、山西省、河南省、湖北省和吉林省,2017.11.01-2018.10.30
297,香港苗圃助学行动在川捐资援建援助希望学校活动,苗圃行动,三台县教育和体育局,三台县,2017.09.14-2018.08.31
296,美国西蒙斯基金会全脑科学合作计划博士后奖学金,西蒙斯基金会,中国科学院上海生命科学研究院,中国，上海,2017.09.15-2018.09.14
295,可再生能源规划：工具开发及示范应用,洛克菲勒兄弟基金会,中国科学院广州能源研究所,广东省，东南亚,2017.09.01-2018.08.31
294,扶贫及助学合作,慈恩基金会有限公司,宁夏回族自治区外事办公室,宁夏各院校,2017.09.28-2018.09.28
293,肇庆学院思源奖学基金,思源基金会,广东省肇庆学院教育发展基金会,肇庆学院,2017.09.20-2018.09.20
292,派发生活补助金，毛毯，雨鞋,慈恩基金会有限公司,中国共产党赫章县委员会统一战线工作部,贵州省赫章县,2017.10.10-2018.05.30
291,分享气候变化知识，减缓气候变化速度,保护我们的地球行动,长沙市雨花区益友公益促进会,湖南省,2017.10.01-2017.10.01
290,2017年度广西境内贫困学生助学,爱心之桥有限公司,广西爱心之桥助学志愿者协会,广西境内,2017.10.16-2017.12.31
289,2017年度广西境内贫困学生助学,五角七分教育基金会有限公司,广西爱心之桥助学志愿者协会,广西境内,2017.10.16-2017.12.31
288,儿童健康普及讲座及工作会议,华西校友会,巴中市恩阳区渔溪镇和平场小学,四川成都和巴中市恩阳区,2017.10.05-2017.10.15
287,美国天邻基金会与大理市第二人民医院医学交流及义诊服,美国天邻基金会,云南省大理市第二人民医院,云南省大理市第二人民医院,2017.09.17-2017.12.17
286,渝台推动森林康养与生态文化建设合作,社团法人中华生态资讯暨环境教育协会,重庆生态文化协会,重庆,2017.08.25-2018.08.25
285,校园青年生殖健康素养教育促进,亚洲基督教高等教育联合董事会,四川大学,四川大学,2017.09.12-2018.09.12
284,“一帮一”助学活动,国际儿童慈善基金会,重庆市綦江区慈善会,重庆市綦江区境内,2017.09.25-2017.09.29
283,香港福慧慈善基金会轮椅捐赠和发放仪式,福慧慈善基金会,肇庆市红十字会,肇庆市区、四会市、广宁县,2017.09.07-2017.10.26
282,香港禅武堂百人义诊活动,禅武堂,中共海丰县委统一战线工作部,广东省,2017.09.24-2018.09.23
281,封开国际微笑公益行动,逸杰国际慈善基金会有限公司,广东省封开县中医院,广东省肇庆市封开县,2017.10.26-2017.11.03
280,伴侣动物护理，管理，收容和教育,美国国际人道对待动物协会,大连市微善爱护动物协会,辽宁省,2017.09.05-2018.08.31
279,广西大化县水灾救援项目（第二期）,乐施会（香港）,广西心香公益社工服务中心,广西大化县板升乡,2017.08.28-2017.09.30
278,提升中国云南老龄化人口医疗服务的合作项目,新加坡国际基金会,昆明医科大学第二附属医院,云南昆明,2017.09.01-2018.03.31
277,2017年9月连南瑶族自治县“扶贫复明”活动,力行植林慈善基金会,连南瑶族自治县残疾人联合会,广东省清远市连南瑶族自治县,2017.09.17-2017.09.27
276,2017年未来科学大奖新闻发布会,未来科学大奖基金会有限公司,北京怀柔未来论坛科技发展中心,朝阳区望京,2017.09.08-2017.09.09
275,第二届中美省州立法机关合作论坛,州立法领袖基金会,中国人民对外友好协会,湖北省武汉市,2017.09.25-2017.09.26
274,四川山区可持续农业展及社区综合发展项目,国际小母牛香港分会有限公司,四川海惠助贫服务中心,四川省康定市,2017.09.15-2018.06.30
273,利州区山区可持续农业和社区综合发展项目,国际小母牛香港分会有限公司,四川海惠助贫服务中心,四川省广元市利州区,2017.09.15-2018.06.30
272,凉山州昭觉县彝族贫困山区可持续生计发展项目,国际小母牛香港分会有限公司,四川海惠助贫服务中心,四川省凉山州昭觉县,2017.09.15-2018.06.30
271,川东北山区社区发展项目,国际小母牛香港分会有限公司,四川海惠助贫服务中心,四川省仪陇县、通江县,2017.09.15-2018.06.30
270,贫困乡村学校项目援建,慈恩基金会有限公司,凉山彝族自治州人民政府外事侨务办公室,四川省凉山州,2017.09.25-2017.12.31
269,新加坡义安理工学院青年服务海南州儿童福利院,基督教勵行會,青海省海南州民政局,青海省海南州共和县,2017.06.16-2017.06.18
268,保护穿山甲公益宣传片新闻发布会,野生救援,中国野生动物保护协会,北京朝阳区东大桥路9号北京侨福芳草地摩纳哥沙龙,2017.08.22-2017.08.23
267,美国国会议员代表团访华,美中关系全国委员会,全国人大外事委员会,北京，天津，山东,2017.09.16-2017.09.24
266,商业零售人才培训,沃尔玛基金会,中国连锁经营协会,全国,2017.09.30-2018.04.15
265,清华大学苏世民学者项目,苏世民教育基金会,清华大学教育基金会,中国大陆,2017.08.28-2018.08.27
264,资助广州市苗圃行动公益基金会运营经费,苗圃行动,广州市苗圃行动公益基金会,全国,2017.09.15-2018.09.15
263,希望乡村教师计划项目,苗圃行动,广州市苗圃行动公益基金会,广东省,2017.09.01-2018.09.01
262,流动儿童青春期教育-社区伙伴支持计划,苗圃行动,广州市苗圃行动公益基金会,广州市,2017.09.01-2018.09.01
261,市场机制下价格驱动的绿色电力供需友好互动项目,自然资源保护协会,深圳供电局有限公司,广东省深圳市,2017.10.10-2018.08.01
260,陕西省合阳县城后村可持续生计发展项目,嘉道理慈善基金会,陕西妇源汇性别发展中心,陕西省合阳县,2017.06.06-2017.12.31
259,山阳中村镇儿童关爱暨友好型社区建设项目,嘉道理慈善基金会,陕西妇源汇性别发展中心,陕西省山阳县,2017.06.06-2017.12.31
258,湖南省涟源市2017年水灾援助项目,世界宣明会-中国基金有限公司,湖南省慈善总会,湖南省涟源市,2017.08.29-2017.12.30
